CPF,Tipo de Financiamento,Valor Financiado,Número de Parcelas,Valor da Parcela,Taxa de Juros (%),Tem Seguro?,Instituição Financeira,Data de Início,Data de Término,Número de Parcelas Pagas,Número de Parcelas em Atraso,Tem Reajuste Anual?,Valor da Entrada
864.912.307-40,Imóvel,559693,341,1641.3284457478003,4.92,Sim,Sales Fonseca S.A.,04/09/2020,02/02/2039,149,1,Sim,20119
586.342.701-90,Imóvel,793383,59,13447.169491525425,2.09,Sim,Abreu,20/12/2024,05/07/2054,24,6,Não,98874
248.031.657-26,Veículo,358234,216,1658.4907407407406,5.65,Sim,Araújo Gomes S/A,04/07/2022,19/02/2050,197,0,Não,87982
864.297.310-22,Veículo,358680,313,1145.9424920127794,5.29,Não,Ramos Ltda.,16/06/2024,25/10/2041,76,1,Sim,68802
604.173.259-16,Veículo,137362,95,1445.9157894736843,6.53,Não,Silveira S/A,14/06/2020,29/10/2054,44,5,Não,20162
541.367.289-64,Veículo,361374,162,2230.703703703704,6.94,Não,Cunha Ltda.,07/04/2023,25/10/2028,4,8,Sim,28101
583.961.047-00,Veículo,256967,338,760.2573964497042,6.94,Sim,Lopes,28/07/2022,09/02/2034,262,5,Não,29133
047.536.891-66,Imóvel,628181,146,4302.609589041096,1.77,Sim,Cirino,26/05/2022,01/01/2037,1,8,Não,73303
054.176.398-93,Imóvel,678358,76,8925.763157894737,2.1,Sim,Mendonça,06/08/2021,23/11/2038,30,10,Não,48642
928.437.601-78,Imóvel,894984,31,28870.451612903227,4.85,Sim,Albuquerque Caldeira Ltda.,25/01/2024,05/02/2054,12,1,Sim,28094
695.481.370-20,Veículo,208653,65,3210.0461538461536,9.18,Sim,Nogueira S/A,09/12/2024,21/03/2029,25,8,Não,81384
957.384.160-66,Imóvel,845978,65,13015.046153846151,1.47,Sim,Barros,15/09/2020,08/04/2038,61,8,Sim,50090
234.098.615-05,Veículo,382110,72,5307.083333333333,9.27,Não,Porto,18/06/2022,23/06/2028,4,2,Sim,35192
034.567.928-83,Veículo,304623,328,928.7286585365854,5.45,Sim,Monteiro,10/08/2020,26/04/2041,80,10,Sim,43185
329.865.074-92,Veículo,377498,84,4494.023809523809,5.38,Sim,da Mata Ltda.,02/07/2020,17/07/2048,24,7,Sim,99541
830.572.691-68,Imóvel,636101,292,2178.428082191781,4.33,Sim,Rezende Novais Ltda.,04/04/2021,07/05/2052,258,9,Sim,11674
935.210.746-25,Imóvel,670013,155,4322.664516129033,1.44,Sim,Nascimento,14/04/2021,20/09/2050,136,11,Sim,47535
831.495.627-91,Imóvel,894496,247,3621.441295546559,2.6,Sim,da Paz,11/11/2020,21/09/2045,176,5,Não,34114
649.358.721-28,Imóvel,724162,164,4415.621951219512,1.82,Sim,da Rosa,10/12/2024,15/04/2050,123,9,Não,51803
126.483.907-31,Imóvel,742930,138,5383.550724637681,3.17,Sim,Pereira,30/04/2025,29/11/2049,116,6,Não,92332
578.136.402-17,Imóvel,887302,212,4185.38679245283,4.73,Sim,Cavalcanti,23/11/2024,18/02/2041,146,10,Não,94317
324.159.670-25,Imóvel,900263,124,7260.185483870968,1.39,Sim,Carvalho,23/07/2022,21/03/2050,11,2,Não,35809
935.401.862-98,Imóvel,506389,282,1795.7056737588653,4.4,Sim,Santos Sampaio - EI,11/11/2023,14/11/2045,204,1,Sim,87152
961.453.208-42,Veículo,164410,13,12646.923076923076,5.2,Sim,Correia,04/11/2024,04/07/2029,10,1,Não,81770
694.810.732-03,Veículo,365269,109,3351.091743119266,8.38,Não,Caldeira,30/05/2022,31/05/2030,31,9,Não,33162
185.739.024-50,Imóvel,529965,228,2324.407894736842,3.28,Sim,Novaes Ltda.,20/10/2021,02/01/2039,168,12,Não,63179
629.173.580-68,Imóvel,649030,260,2496.269230769231,2.94,Sim,Rocha Teixeira - EI,04/01/2022,10/10/2025,47,6,Não,74477
650.394.718-66,Imóvel,877136,65,13494.4,4.77,Sim,Monteiro,27/07/2020,08/08/2039,49,3,Não,59160
456.387.029-38,Imóvel,720719,271,2659.479704797048,1.0,Sim,Barros,03/02/2021,29/09/2042,230,8,Não,84046
524.391.708-79,Imóvel,585926,252,2325.1031746031745,3.66,Sim,Sales e Filhos,03/07/2023,04/11/2050,116,2,Sim,97963
531.097.468-75,Veículo,483293,298,1621.788590604027,8.41,Não,Mendes Aragão e Filhos,05/07/2024,16/06/2032,289,3,Sim,31236
079.648.153-93,Veículo,451226,42,10743.47619047619,5.14,Sim,Montenegro Ltda.,03/07/2023,25/04/2054,0,9,Não,32507
078.295.361-12,Imóvel,934544,14,66753.14285714286,2.65,Sim,Garcia Ltda.,26/02/2023,18/12/2048,4,1,Sim,71406
821.534.079-23,Veículo,478420,70,6834.571428571428,7.35,Não,Alves - EI,10/04/2025,24/08/2043,66,7,Não,58825
942.835.670-00,Veículo,59008,14,4214.857142857143,6.15,Sim,Leão S.A.,04/04/2022,26/01/2039,4,9,Sim,48897
395.462.018-98,Imóvel,624823,258,2421.794573643411,1.93,Sim,da Costa,01/03/2023,17/09/2039,120,12,Não,23602
012.794.568-76,Imóvel,961776,306,3143.058823529412,1.62,Sim,Peixoto Viana Ltda.,08/02/2024,03/05/2050,210,0,Sim,57593
143.278.560-53,Veículo,219526,23,9544.608695652174,8.79,Sim,Pires S.A.,10/11/2022,25/05/2029,13,6,Sim,45578
751.260.493-99,Veículo,95452,337,283.24035608308606,9.17,Sim,Sá - ME,05/02/2022,16/12/2041,169,2,Não,40209
540.823.791-50,Imóvel,611750,195,3137.1794871794878,3.07,Sim,Aragão Melo e Filhos,03/10/2023,23/09/2043,161,8,Não,35209
914.265.703-25,Veículo,153495,37,4148.513513513513,9.74,Sim,Rezende da Luz S.A.,18/08/2023,22/12/2052,8,12,Não,53730
647.530.918-48,Imóvel,647039,38,17027.342105263157,2.83,Sim,Ramos Ltda.,01/03/2021,26/05/2055,11,6,Não,22686
342.709.861-31,Imóvel,708450,273,2595.054945054945,4.81,Sim,Ramos,12/10/2020,03/04/2055,193,1,Sim,38002
921.037.645-52,Veículo,287752,355,810.569014084507,6.22,Sim,Nogueira,10/05/2021,11/10/2033,56,9,Sim,43856
378.605.219-03,Veículo,143675,158,909.3354430379746,9.0,Sim,Marques,23/01/2024,03/03/2041,87,12,Não,68394
562.301.794-07,Veículo,196276,186,1055.247311827957,8.82,Não,Ribeiro,04/09/2024,11/09/2048,13,3,Sim,88994
851.940.632-70,Veículo,490181,197,2488.228426395939,7.15,Não,Fernandes Castro S/A,28/03/2022,07/05/2041,92,12,Não,66830
741.652.308-71,Imóvel,579211,304,1905.2993421052631,4.64,Sim,Andrade e Filhos,07/04/2025,01/06/2028,128,11,Sim,20423
056.872.341-44,Veículo,424547,38,11172.28947368421,9.45,Não,Lopes - ME,02/05/2021,21/11/2051,38,2,Sim,95602
420.938.751-79,Veículo,244164,180,1356.4666666666667,5.47,Não,Albuquerque,25/10/2023,22/07/2050,92,10,Sim,24136
659.473.810-01,Veículo,170276,19,8961.894736842105,5.53,Sim,Novais,16/02/2022,12/08/2038,1,10,Sim,98954
629.108.347-78,Imóvel,944724,69,13691.652173913044,4.23,Sim,Aragão Castro Ltda.,17/08/2022,16/01/2027,5,5,Não,65862
360.517.498-10,Veículo,174149,105,1658.5619047619048,6.95,Sim,Marques,26/10/2024,03/02/2044,10,4,Sim,35757
947.058.316-75,Veículo,115598,275,420.35636363636365,5.98,Não,Lopes,03/01/2025,13/06/2043,169,12,Sim,32005
285.049.671-58,Imóvel,754451,312,2418.11217948718,1.29,Sim,Souza,17/12/2024,07/08/2047,273,4,Sim,36638
178.692.034-40,Veículo,62827,43,1461.093023255814,5.63,Sim,Barbosa,22/06/2020,02/01/2052,24,0,Não,85302
205.937.681-59,Imóvel,511834,128,3998.703125,4.58,Sim,Sampaio,24/09/2022,26/06/2038,76,1,Não,16493
780.354.619-66,Imóvel,743582,186,3997.7526881720432,2.51,Sim,Barbosa Cassiano S.A.,01/02/2022,03/10/2043,58,11,Não,22163
132.574.809-97,Imóvel,533343,351,1519.4957264957266,2.84,Sim,Sampaio e Filhos,19/06/2023,11/04/2042,295,1,Sim,50544
638.051.492-98,Imóvel,635051,140,4536.078571428571,4.22,Sim,Camargo,18/11/2024,26/01/2045,125,12,Não,82771
140.563.928-89,Veículo,294415,56,5257.410714285715,8.31,Não,Barbosa e Filhos,15/07/2021,14/06/2053,18,4,Sim,18130
194.328.576-46,Veículo,306292,187,1637.9251336898396,7.24,Não,Ribeiro,10/03/2024,14/10/2051,2,10,Não,93927
071.348.296-69,Imóvel,810017,96,8437.677083333334,1.46,Sim,Gomes Ltda.,02/01/2024,23/01/2051,51,2,Sim,63078
162.908.547-20,Imóvel,757537,166,4563.475903614458,1.31,Sim,Rezende,27/04/2021,02/07/2047,33,5,Não,58471
940.123.578-32,Imóvel,858956,351,2447.168091168091,3.26,Sim,Vieira,08/12/2020,13/05/2053,214,4,Não,67301
906.258.374-10,Veículo,343992,186,1849.4193548387095,8.0,Sim,Pacheco Souza e Filhos,04/03/2021,05/06/2025,95,5,Não,87101
435.980.617-57,Veículo,216009,223,968.6502242152468,6.86,Não,Ramos,21/03/2025,03/08/2053,64,0,Não,38124
684.230.715-53,Imóvel,786204,148,5312.189189189189,4.73,Sim,Campos Jesus S.A.,25/12/2021,03/01/2030,142,12,Sim,67337
471.965.283-28,Veículo,62893,105,598.9809523809524,9.53,Não,Campos Porto S/A,09/11/2020,14/11/2050,45,10,Não,65104
638.514.290-60,Imóvel,662256,290,2283.6413793103447,2.12,Sim,Dias,06/01/2021,14/11/2044,94,2,Sim,75586
620.893.457-56,Veículo,59415,209,284.2822966507177,9.44,Sim,Alves Porto - EI,08/06/2021,03/11/2053,133,10,Sim,13708
915.624.380-42,Veículo,309023,60,5150.383333333333,6.2,Sim,Vieira,26/04/2022,22/04/2030,55,4,Sim,71461
245.960.718-02,Imóvel,982266,290,3387.1241379310345,2.61,Sim,Silva,26/11/2022,15/11/2054,37,9,Não,95504
478.590.132-23,Imóvel,619073,335,1847.979104477612,3.06,Sim,Moraes e Filhos,07/08/2020,10/12/2039,245,3,Sim,36685
729.068.145-20,Imóvel,580184,135,4297.65925925926,2.87,Sim,da Mota,17/10/2020,28/12/2039,70,0,Não,10513
203.581.694-70,Veículo,228681,144,1588.0625,5.91,Não,Novais Novaes - ME,31/12/2021,13/10/2053,109,9,Não,25935
102.543.768-35,Imóvel,881273,205,4298.892682926829,3.75,Sim,Pastor,01/03/2021,22/04/2029,103,7,Não,44819
485.623.097-29,Imóvel,582967,212,2749.8443396226417,1.51,Sim,Moreira Ltda.,05/02/2025,29/10/2050,50,6,Não,82241
936.481.705-20,Veículo,139724,289,483.47404844290656,5.88,Não,Oliveira,16/02/2021,20/06/2052,184,8,Sim,51137
879.146.023-96,Imóvel,613252,162,3785.506172839506,1.79,Sim,Ribeiro,21/02/2022,28/04/2030,14,5,Não,93933
768.093.215-86,Veículo,82078,312,263.0705128205128,6.09,Não,Camargo,16/05/2025,20/08/2034,122,0,Não,14169
054.863.297-92,Veículo,491423,342,1436.9093567251462,5.55,Não,Souza,24/03/2022,26/04/2039,95,9,Sim,36104
217.354.906-52,Veículo,497470,285,1745.508771929825,8.89,Não,Borges,08/05/2024,12/11/2030,243,9,Sim,10656
294.176.358-91,Imóvel,842106,36,23391.83333333333,4.19,Sim,Fonseca,10/08/2023,12/06/2043,23,9,Não,62422
285.194.306-51,Veículo,445398,13,34261.38461538462,7.9,Sim,Brito,12/02/2023,23/08/2038,9,7,Sim,60199
673.089.514-48,Veículo,437241,58,7538.637931034483,6.91,Não,Novais,20/02/2025,16/11/2041,48,7,Não,56637
397.451.860-66,Imóvel,638560,314,2033.630573248408,3.26,Sim,Rocha e Filhos,10/10/2020,03/12/2051,56,0,Sim,79953
410.253.789-97,Imóvel,864668,71,12178.422535211268,1.51,Sim,Araújo,04/09/2023,12/11/2039,34,9,Não,58453
064.315.897-93,Veículo,313911,190,1652.1631578947367,7.06,Não,Nogueira da Paz - EI,19/06/2024,03/05/2036,133,5,Não,77422
460.971.283-04,Imóvel,705904,353,1999.728045325779,1.39,Sim,Mendonça Castro Ltda.,24/05/2025,06/10/2041,288,5,Não,16523
452.690.781-20,Imóvel,739844,301,2457.953488372093,1.05,Sim,Alves,30/06/2020,22/04/2055,276,4,Não,84818
163.840.579-48,Imóvel,809883,132,6135.477272727273,3.39,Sim,Sá Barbosa - ME,01/03/2022,23/10/2044,130,10,Sim,87211
931.278.640-78,Imóvel,835586,96,8704.020833333334,1.78,Sim,Machado e Filhos,20/12/2020,13/09/2051,33,6,Sim,48708
784.351.092-32,Imóvel,574222,44,13050.5,1.22,Sim,Rezende Souza S.A.,12/10/2023,22/03/2043,4,10,Não,91390
709.842.316-50,Veículo,195002,99,1969.717171717172,9.27,Sim,da Conceição,06/12/2021,05/02/2033,50,2,Sim,63081
461.938.502-60,Imóvel,679838,173,3929.699421965318,4.95,Sim,Freitas,14/08/2022,11/03/2026,172,11,Sim,32609
649.125.703-70,Veículo,289212,161,1796.3478260869565,8.99,Não,Ramos,19/03/2024,26/07/2026,34,12,Sim,11649
375.289.406-74,Veículo,489808,142,3449.3521126760565,8.39,Sim,Porto,14/06/2024,13/09/2035,91,11,Não,87217
971.352.608-21,Imóvel,717393,14,51242.357142857145,2.89,Sim,Pires Mendonça - ME,01/09/2023,27/12/2053,9,9,Não,16403
150.839.276-59,Imóvel,972344,16,60771.5,4.0,Sim,Vasconcelos,25/07/2020,17/03/2043,10,5,Sim,75064
498.257.316-64,Veículo,308629,321,961.4610591900312,9.89,Sim,Castro - ME,22/07/2021,06/11/2038,302,9,Não,50070
158.762.934-82,Veículo,128110,46,2785.0,8.06,Sim,Duarte,04/09/2023,22/01/2048,13,9,Não,73402
358.712.906-12,Imóvel,935181,265,3528.984905660377,2.6,Sim,Câmara,19/09/2023,22/03/2036,137,1,Sim,68114
416.907.283-96,Imóvel,807487,237,3407.118143459916,2.32,Sim,da Conceição Macedo Ltda.,06/12/2024,12/12/2033,57,3,Não,22674
729.465.108-67,Imóvel,728938,24,30372.416666666668,1.62,Sim,Vasconcelos Castro S/A,28/04/2025,18/04/2045,22,6,Sim,90292
023.941.786-04,Veículo,229257,170,1348.570588235294,8.21,Sim,Oliveira,30/09/2024,01/11/2053,127,11,Sim,29313
247.859.106-58,Veículo,447846,49,9139.714285714286,7.8,Sim,Sá - EI,02/06/2021,31/07/2028,33,8,Sim,78766
635.702.941-61,Imóvel,776059,137,5664.664233576642,2.11,Sim,Silveira - ME,28/02/2024,02/11/2032,129,12,Sim,69877
432.978.051-88,Imóvel,943821,233,4050.733905579399,1.31,Sim,da Paz,30/11/2020,30/07/2048,24,5,Não,64264
067.354.829-56,Imóvel,642501,122,5266.401639344263,3.16,Sim,Moraes,09/04/2021,12/04/2047,70,2,Sim,88311
416.735.920-07,Imóvel,635354,156,4072.7820512820513,1.26,Sim,da Cunha,29/03/2022,11/08/2027,9,2,Sim,82355
895.072.463-47,Imóvel,549732,131,4196.427480916031,4.35,Sim,Campos Lopes e Filhos,16/04/2025,15/01/2032,0,12,Sim,63239
694.018.237-31,Veículo,224330,246,911.910569105691,5.86,Sim,Lopes,29/05/2024,05/07/2053,184,9,Não,64220
326.154.970-06,Imóvel,755410,15,50360.66666666666,1.44,Sim,Nogueira,16/07/2020,07/12/2038,7,7,Não,51105
320.854.769-29,Veículo,137832,348,396.0689655172414,9.97,Sim,Monteiro,12/11/2020,13/05/2031,53,2,Sim,83051
265.378.910-86,Imóvel,509488,117,4354.598290598291,3.98,Sim,Rios,22/05/2024,14/11/2036,100,9,Não,44289
519.784.602-01,Veículo,416294,193,2156.963730569948,5.55,Sim,Barros,19/08/2022,29/04/2046,53,5,Sim,90516
976.302.154-52,Imóvel,918117,246,3732.182926829268,4.14,Sim,Garcia - ME,26/08/2022,09/08/2026,183,0,Sim,14332
035.612.479-70,Veículo,51664,109,473.9816513761468,7.26,Sim,Lopes Jesus S/A,25/08/2021,01/07/2049,35,6,Sim,40303
867.124.503-90,Imóvel,510876,180,2838.2,2.03,Sim,Cardoso Cassiano S/A,08/03/2025,27/04/2032,160,10,Sim,94966
928.150.634-33,Veículo,466108,15,31073.866666666665,6.89,Não,Barros - ME,10/10/2023,23/09/2030,1,9,Sim,73432
462.915.708-58,Imóvel,726493,21,34594.90476190476,1.3,Sim,Costela,07/06/2023,30/09/2049,14,5,Não,57139
702.154.389-14,Veículo,233351,296,788.347972972973,7.52,Sim,Oliveira e Filhos,29/04/2021,01/07/2035,155,8,Não,92965
358.167.402-53,Imóvel,750190,256,2930.4296875,1.8,Sim,Nascimento,05/09/2023,01/06/2028,205,9,Sim,73531
298.510.437-88,Imóvel,808872,218,3710.422018348624,2.73,Sim,Borges,26/01/2021,18/03/2044,33,5,Não,24076
806.714.932-13,Veículo,231993,285,814.0105263157894,6.81,Sim,Rios,08/12/2024,05/10/2026,172,5,Não,99213
641.798.035-93,Imóvel,889207,339,2623.029498525074,2.45,Sim,Vasconcelos,23/07/2024,05/11/2031,228,10,Sim,19380
460.271.598-20,Veículo,440003,46,9565.282608695652,5.27,Não,Rodrigues,14/10/2021,01/03/2048,16,10,Não,45563
352.984.067-00,Imóvel,503157,219,2297.5205479452056,1.18,Sim,Novaes,20/05/2023,14/04/2028,24,6,Não,74497
379.012.865-12,Veículo,194991,109,1788.908256880734,6.27,Sim,Ferreira Brito S/A,02/09/2022,29/04/2034,68,6,Sim,88608
024.795.816-67,Imóvel,735678,46,15993.0,1.24,Sim,da Paz Castro S/A,06/02/2021,05/01/2038,19,10,Sim,11632
570.986.412-94,Imóvel,916013,251,3649.454183266933,3.92,Sim,Caldeira,13/02/2025,11/02/2033,62,5,Não,34958
437.105.692-06,Veículo,102025,349,292.3352435530086,8.71,Não,Casa Grande,22/09/2023,24/02/2050,234,6,Sim,87396
739.451.268-19,Veículo,486059,308,1578.1136363636365,7.84,Não,Castro,19/09/2020,13/10/2051,204,10,Não,98209
675.204.981-58,Veículo,245721,135,1820.155555555556,8.88,Não,Barros,20/08/2022,01/06/2043,34,4,Sim,33473
765.940.328-10,Veículo,77368,282,274.35460992907804,5.23,Sim,Mendes,13/06/2022,29/09/2037,107,8,Sim,49805
107.542.839-41,Imóvel,853020,49,17408.571428571428,4.03,Sim,Vasconcelos S/A,12/02/2025,03/08/2029,41,6,Não,86653
105.273.984-97,Imóvel,775242,202,3837.831683168317,4.98,Sim,Lima Campos - ME,09/10/2021,16/08/2029,45,12,Não,53478
750.684.932-10,Veículo,346772,104,3334.346153846154,5.31,Sim,Novais S.A.,03/12/2021,14/10/2045,58,11,Sim,13883
672.931.085-59,Imóvel,793778,154,5154.402597402597,3.49,Sim,da Cunha,02/02/2023,08/10/2048,29,7,Sim,24845
621.048.379-87,Imóvel,689840,145,4757.517241379311,4.84,Sim,Fernandes,17/09/2022,26/08/2031,21,4,Não,49390
362.809.574-38,Imóvel,561253,130,4317.330769230769,1.41,Sim,Barbosa,20/03/2025,04/12/2038,53,3,Sim,88957
256.019.784-76,Veículo,132788,247,537.6032388663967,9.65,Não,Santos Cirino S.A.,12/01/2024,21/10/2040,172,10,Sim,60751
840.376.529-00,Veículo,339329,163,2081.7730061349694,9.35,Não,Sousa e Filhos,27/07/2024,02/12/2034,135,7,Sim,62506
301.849.275-79,Veículo,453658,219,2071.497716894977,9.46,Sim,Siqueira Ltda.,18/11/2020,24/06/2045,80,3,Sim,85422
908.735.621-86,Imóvel,677444,284,2385.3661971830984,2.84,Sim,Abreu,09/06/2022,14/03/2045,192,4,Não,26432
403.961.758-48,Imóvel,549293,327,1679.7951070336392,2.04,Sim,Cunha,09/05/2021,07/04/2041,144,6,Sim,83702
423.967.051-99,Imóvel,885799,97,9131.948453608247,4.02,Sim,Nascimento,17/01/2023,23/09/2025,1,10,Não,94544
139.605.842-70,Veículo,333003,90,3700.033333333333,7.48,Sim,Cunha Ltda.,28/12/2021,30/01/2034,0,8,Sim,75044
910.286.347-22,Veículo,125579,295,425.6915254237288,9.89,Não,Souza,25/10/2020,28/05/2032,35,2,Sim,58362
651.948.023-15,Veículo,173802,66,2633.3636363636365,8.4,Sim,Pastor,29/07/2022,14/02/2043,31,10,Sim,58786
608.451.297-67,Veículo,76892,43,1788.186046511628,8.27,Sim,Sousa Leão Ltda.,14/02/2024,09/10/2037,8,6,Sim,65236
268.140.375-80,Imóvel,649390,145,4478.551724137931,1.75,Sim,Almeida Pimenta S.A.,22/11/2023,16/08/2035,99,4,Sim,36160
027.648.519-01,Veículo,442050,184,2402.445652173913,8.16,Não,Pereira - ME,30/09/2023,07/06/2039,168,9,Não,15460
896.574.201-30,Imóvel,937746,144,6512.125,3.39,Sim,Guerra,15/04/2021,10/05/2052,58,0,Sim,74725
568.243.901-51,Veículo,238554,230,1037.1913043478262,8.9,Não,Andrade e Filhos,26/04/2021,23/10/2038,35,3,Não,46474
708.529.631-30,Veículo,76342,282,270.7163120567376,6.5,Não,Aparecida,09/11/2020,25/09/2044,15,6,Sim,89381
706.834.152-71,Veículo,156166,137,1139.897810218978,8.24,Sim,Cardoso Siqueira - ME,02/01/2022,16/03/2032,87,1,Não,62721
154.762.093-52,Veículo,476721,89,5356.415730337079,8.95,Não,Rios,17/04/2025,08/10/2033,18,9,Sim,74867
603.578.491-75,Veículo,463412,133,3484.3007518796994,8.05,Sim,Mendonça,16/03/2023,26/10/2035,133,9,Sim,69846
560.972.843-65,Veículo,101080,319,316.8652037617555,8.91,Sim,Teixeira,18/03/2025,13/09/2049,185,12,Sim,80517
236.078.154-53,Imóvel,793319,63,12592.36507936508,3.25,Sim,Nunes - EI,10/08/2023,14/01/2028,16,0,Não,22134
057.139.482-50,Veículo,356429,16,22276.8125,6.28,Sim,Martins - EI,12/01/2025,17/04/2037,12,3,Sim,43743
658.324.971-55,Veículo,309235,110,2811.2272727272725,5.07,Não,Machado Sampaio Ltda.,13/07/2024,10/09/2038,25,1,Sim,33787
870.126.354-44,Imóvel,932375,260,3586.0576923076924,1.54,Sim,Duarte S/A,17/12/2024,02/10/2027,174,4,Não,59983
970.263.814-31,Veículo,468986,29,16171.93103448276,6.38,Sim,Pimenta,20/02/2023,17/03/2035,18,3,Sim,14348
561.938.047-57,Veículo,238124,25,9524.96,6.62,Não,Oliveira,23/09/2022,01/01/2054,22,2,Não,25057
287.041.593-14,Imóvel,514136,183,2809.4863387978144,1.88,Sim,Costela,14/01/2022,12/06/2041,78,3,Sim,58752
125.984.607-58,Veículo,260147,334,778.8832335329341,7.06,Sim,Vieira e Filhos,14/12/2023,02/03/2055,77,0,Sim,62622
385.941.672-37,Veículo,453713,305,1487.5836065573772,7.86,Não,Oliveira Ltda.,31/01/2024,17/12/2046,299,0,Sim,95798
519.874.302-04,Veículo,456283,214,2132.163551401869,7.03,Não,Correia,05/09/2023,06/04/2036,49,7,Não,93601
120.935.746-16,Imóvel,527814,334,1580.2814371257484,2.07,Sim,Aragão Pastor - ME,04/01/2022,28/06/2054,44,5,Sim,53706
980.641.235-42,Veículo,471284,304,1550.2763157894738,6.64,Sim,Novais - EI,27/01/2021,20/06/2041,20,8,Não,74525
239.074.865-10,Imóvel,505467,91,5554.582417582417,2.37,Sim,Ramos,16/05/2025,04/10/2034,40,12,Sim,68915
721.843.056-26,Veículo,379709,199,1908.0854271356784,8.01,Sim,Andrade,17/07/2023,24/12/2038,48,5,Sim,25109
763.201.498-50,Veículo,210110,121,1736.4462809917356,5.11,Não,Borges S.A.,13/01/2023,31/12/2043,46,4,Sim,88874
087.354.192-88,Veículo,363309,167,2175.502994011976,8.75,Não,Costa Marques e Filhos,11/01/2024,09/02/2029,129,7,Não,64325
493.760.128-87,Imóvel,811179,328,2473.106707317073,1.2,Sim,Farias Dias - EI,07/02/2021,22/11/2033,269,1,Não,42461
078.153.429-14,Imóvel,764561,222,3443.9684684684685,3.91,Sim,Fonseca da Paz S/A,28/09/2024,17/12/2034,11,7,Sim,13049
420.196.537-61,Veículo,368116,284,1296.1830985915492,7.67,Sim,Moura,04/08/2021,11/02/2051,171,3,Sim,18950
170.234.589-05,Imóvel,979654,279,3511.304659498208,3.39,Sim,Pereira,22/12/2022,11/01/2029,1,1,Não,60603
906.385.712-86,Imóvel,871777,182,4789.983516483517,3.34,Sim,Campos Souza - EI,11/03/2025,28/03/2042,130,2,Não,95670
073.429.815-32,Veículo,294713,321,918.1090342679128,5.78,Sim,das Neves Oliveira S.A.,22/07/2024,30/06/2031,151,0,Sim,39933
187.502.436-08,Veículo,480284,144,3335.305555555556,6.01,Sim,Camargo - EI,17/12/2021,09/01/2052,73,12,Sim,17081
687.910.345-66,Imóvel,536602,34,15782.411764705885,4.65,Sim,Araújo Borges e Filhos,26/12/2023,01/03/2034,19,4,Não,21055
832.751.490-32,Imóvel,893635,44,20309.886363636364,2.14,Sim,Andrade,26/02/2021,21/12/2028,31,7,Não,24793
806.572.194-01,Veículo,475519,98,4852.234693877551,5.02,Sim,Machado e Filhos,11/11/2020,25/08/2036,87,3,Não,82432
568.293.074-65,Imóvel,589534,316,1865.613924050633,1.18,Sim,da Luz Ltda.,05/04/2022,23/01/2051,285,3,Não,32778
508.134.629-24,Veículo,215762,259,833.057915057915,9.13,Não,Vasconcelos,09/10/2023,29/01/2048,135,7,Sim,90840
470.126.893-31,Veículo,336103,320,1050.321875,6.37,Não,Brito e Filhos,14/03/2023,30/03/2051,160,6,Sim,58612
547.968.012-94,Imóvel,614178,92,6675.847826086957,2.18,Sim,Costa Silva - EI,06/07/2021,23/10/2033,11,12,Sim,39779
123.608.479-96,Imóvel,798492,319,2503.1097178683385,1.72,Sim,Gonçalves,25/11/2023,23/08/2041,279,7,Não,24146
239.846.715-55,Veículo,387128,80,4839.1,6.78,Não,Mendes,15/02/2021,09/07/2035,31,5,Não,57488
608.519.473-01,Imóvel,649478,270,2405.474074074074,2.51,Sim,Cavalcante,02/02/2025,22/08/2051,203,6,Sim,58840
025.987.314-41,Veículo,315795,269,1173.9591078066917,6.85,Não,Fernandes Câmara e Filhos,04/06/2021,07/09/2031,84,8,Sim,87788
534.206.987-47,Veículo,243114,291,835.4432989690722,6.7,Sim,Pereira - EI,11/03/2023,25/11/2039,286,1,Não,50575
426.531.870-35,Imóvel,854275,70,12203.92857142857,4.81,Sim,Peixoto S.A.,11/07/2024,29/11/2045,3,10,Não,37345
935.126.078-02,Veículo,391430,290,1349.7586206896551,7.24,Sim,Almeida Pimenta Ltda.,24/09/2022,06/10/2044,55,11,Não,27505
