CPF	Tipo de Seguro	Seguradora	Valor da Cobertura	Número de Sinistros	Valor do Prêmio Mensal
765.983.142-91	Vida	Pastor	748385	2	943
951.283.047-79	Residencial	da Mata Macedo - EI	84075	2	865
873.192.460-31	Automóvel	Carvalho S/A	269692	5	600
671.853.942-28	Residencial	Macedo Garcia S.A.	345272	2	833
239.810.476-13	Vida	Fernandes Nascimento Ltda.	666125	4	629
468.125.730-35	Residencial	Fernandes Cavalcanti e Filhos	249048	0	610
963.524.017-16	Vida	Pires - EI	516554	1	554
718.452.096-30	Automóvel	Sampaio	129996	3	762
624.913.850-15	Automóvel	Rocha	475316	2	1012
038.917.265-03	Vida	da Cruz	737875	1	794
792.043.861-69	Residencial	Teixeira	393291	5	1111
794.083.516-57	Vida	Silva S.A.	586908	2	463
829.653.710-95	Vida	Marques	970270	0	585
712.304.569-61	Automóvel	Pimenta Silva - ME	287963	4	1206
629.574.810-49	Automóvel	Macedo Souza e Filhos	108959	5	1402
273.819.406-04	Automóvel	Farias Sampaio Ltda.	53773	2	1094
981.564.270-76	Automóvel	das Neves	266627	5	785
520.684.791-76	Automóvel	da Paz Ltda.	171974	0	775
790.238.641-31	Vida	Pimenta - ME	965299	0	102
125.879.034-32	Residencial	Melo	338531	0	406
274.860.931-03	Vida	Fernandes e Filhos	538844	4	835
346.057.192-61	Vida	Almeida Vieira - EI	807404	5	1369
705.283.149-04	Residencial	Jesus	318381	3	919
213.459.068-89	Automóvel	Costa	340600	2	501
729.360.184-04	Residencial	Lopes	241392	0	742
734.501.826-17	Residencial	Sousa Ltda.	342614	3	658
937.142.685-37	Residencial	Viana Lopes - EI	413033	1	218
327.685.409-00	Vida	Silva	521767	3	1178
821.496.730-96	Residencial	da Costa	186823	2	1159
364.815.029-42	Vida	Albuquerque da Paz Ltda.	603332	3	461
543.782.916-73	Automóvel	Cardoso	233096	0	456
742.085.691-58	Residencial	Cavalcante Mendes Ltda.	298569	1	541
673.801.924-69	Vida	Pires Camargo e Filhos	818966	1	657
740.569.328-83	Vida	Azevedo S.A.	784269	4	998
520.461.937-25	Automóvel	Caldeira S/A	96164	3	736
897.563.104-48	Vida	Melo	879356	1	1031
137.256.098-02	Residencial	Camargo Machado e Filhos	176896	3	552
754.086.231-90	Automóvel	Camargo	393582	2	1088
758.932.601-12	Automóvel	Santos - ME	61079	5	717
478.926.051-85	Residencial	Moraes S.A.	249086	0	899
310.456.789-10	Residencial	das Neves Câmara Ltda.	302776	4	696
620.791.435-06	Residencial	Fonseca	237587	3	987
614.203.875-53	Automóvel	Sousa	309578	2	611
893.741.062-13	Vida	Rezende Ltda.	743657	3	738
357.681.042-08	Automóvel	Cavalcante Vasconcelos S/A	86601	1	407
167.259.408-11	Vida	Vieira - EI	995890	1	509
342.869.175-09	Automóvel	Melo Vargas - EI	63189	1	906
149.823.705-32	Automóvel	Cardoso	465881	1	378
510.869.427-01	Residencial	Moraes - EI	215059	5	1136
398.516.270-03	Residencial	Jesus Rocha Ltda.	167705	3	609
931.067.824-04	Residencial	Lima	158908	2	1057
763.098.415-48	Vida	Costela	599947	2	365
065.328.147-17	Residencial	Silva e Filhos	116934	3	1041
657.943.180-66	Automóvel	Ribeiro	83361	0	968
613.804.972-13	Vida	Câmara	724123	2	765
637.251.089-86	Automóvel	Lopes	176893	2	595
253.740.689-38	Vida	da Cruz	894600	1	963
084.652.197-02	Vida	Borges	612901	2	715
970.683.524-56	Vida	Nunes S/A	567102	2	521
901.276.485-85	Residencial	Farias Moraes Ltda.	217610	2	501
420.536.718-07	Residencial	Ramos Campos S.A.	256055	4	551
908.567.142-67	Residencial	da Cunha	310829	3	1011
150.986.473-39	Vida	Santos	895216	5	833
456.130.982-98	Automóvel	Sampaio	107418	1	639
657.092.813-95	Residencial	Correia Ltda.	290706	5	969
624.351.908-24	Residencial	Pastor Garcia e Filhos	155106	5	1052
345.610.829-05	Automóvel	Correia S/A	378463	3	717
396.074.285-10	Residencial	Brito	436751	2	483
735.290.468-92	Vida	Barbosa Brito S/A	738866	4	1087
086.519.427-02	Vida	Nascimento Ltda.	948441	1	1086
734.109.265-34	Vida	Gomes	878751	3	404
726.154.098-67	Vida	Moraes	613792	2	319
438.569.027-83	Vida	Câmara	666683	2	1155
258.470.931-79	Automóvel	Casa Grande	239471	5	1500
361.807.954-01	Residencial	Correia Garcia S/A	97352	4	829
871.596.403-57	Residencial	Ferreira	300073	5	1093
958.346.210-15	Residencial	Vasconcelos S.A.	279953	5	922
093.182.564-42	Residencial	Pires	306514	4	1234
492.187.563-46	Residencial	Rodrigues Costa Ltda.	287104	0	154
854.291.307-88	Vida	Brito S.A.	811183	0	142
698.204.517-01	Automóvel	Silveira Nascimento S/A	369660	4	867
475.903.182-05	Vida	Albuquerque	877213	4	1092
241.375.608-62	Automóvel	Costa - EI	311202	0	840
276.109.584-76	Vida	Alves	836308	0	150
581.064.932-70	Automóvel	Vieira	395214	5	1487
521.809.467-67	Vida	Silva Guerra S.A.	685895	1	243
075.983.146-75	Automóvel	Duarte	199349	0	737
935.106.748-39	Automóvel	Vargas	212486	4	578
964.102.857-01	Vida	Santos - EI	927640	5	677
837.590.614-00	Automóvel	das Neves	439718	1	819
306.472.591-25	Residencial	Pinto	432481	3	520
137.562.809-77	Residencial	Câmara Cunha S/A	456990	0	305
947.258.306-74	Residencial	Gonçalves S.A.	475639	0	798
507.894.316-10	Residencial	Costa	200129	2	963
356.429.018-42	Residencial	da Mota S.A.	467052	5	666
918.476.032-03	Vida	Macedo Melo S.A.	975821	0	539
029.156.738-02	Residencial	Aragão S/A	197897	2	718
871.265.349-73	Residencial	da Mata	379711	2	420
341.695.870-57	Automóvel	Cunha S.A.	185885	1	987
135.867.092-77	Vida	Garcia Dias - ME	595671	0	678
562.098.741-85	Vida	Cirino	749617	1	819
756.901.324-70	Automóvel	Cassiano Santos S.A.	191321	4	952
965.423.708-38	Residencial	da Conceição Cirino - EI	291057	0	895
849.062.135-70	Automóvel	Sousa Fonseca S.A.	210577	5	1457
450.683.179-93	Automóvel	Fernandes	450646	4	1157
608.249.517-94	Vida	Macedo Cavalcanti S/A	956397	3	970
516.428.309-33	Automóvel	Abreu S.A.	374792	4	1379
186.029.734-03	Residencial	Moraes	415577	2	545
197.802.643-96	Automóvel	Barbosa Sampaio e Filhos	330624	5	812
305.941.682-60	Residencial	Novais Ltda.	368558	3	779
270.635.914-52	Automóvel	da Costa	451439	3	411
782.056.314-17	Residencial	Alves Correia - ME	191065	3	410
465.810.729-58	Residencial	da Rocha Araújo S.A.	63240	0	647
068.194.235-51	Vida	Pereira	831156	5	1034
367.205.849-10	Residencial	Machado	286073	2	592
258.309.764-47	Automóvel	Fonseca e Filhos	234208	5	873
567.348.201-90	Residencial	Mendonça - ME	378999	1	584
814.253.069-42	Automóvel	Rezende e Filhos	103183	1	796
245.819.706-01	Residencial	da Costa S/A	247566	5	1110
942.783.501-04	Automóvel	Pires	375025	4	1118
812.539.476-19	Vida	da Rosa - EI	932923	1	744
924.076.183-78	Vida	Borges	883860	2	995
073.658.291-68	Residencial	Siqueira e Filhos	184952	1	811
136.457.029-70	Vida	Aragão	603576	4	1238
640.135.798-39	Vida	Melo S.A.	838227	2	995
542.319.608-60	Automóvel	Nunes	206058	5	794
205.897.613-40	Residencial	Costela	312472	1	893
108.734.592-88	Vida	Pires S.A.	865872	5	1017
567.928.104-01	Residencial	Alves Sampaio - ME	295898	4	1320
351.407.982-04	Automóvel	Duarte Dias S/A	149918	4	1209
265.710.948-94	Residencial	da Conceição	338267	5	1056
461.230.785-26	Vida	Correia	987591	1	982
743.165.208-90	Vida	Porto Aparecida e Filhos	575811	2	930
423.758.106-35	Automóvel	da Rocha	314947	3	560
078.254.916-02	Vida	Leão	546758	2	956
857.136.420-62	Residencial	Brito Rocha S.A.	197587	1	897
605.923.478-00	Vida	Cardoso	607388	2	816
294.860.517-20	Residencial	Lopes	338854	2	768
461.295.803-98	Vida	Carvalho Monteiro S/A	664971	0	203
372.648.901-04	Automóvel	Cavalcante	468920	3	654
247.568.019-94	Vida	Melo	647362	0	326
971.645.302-70	Residencial	da Rosa	438504	0	360
240.895.136-42	Residencial	Fogaça	215415	4	916
895.240.631-15	Vida	da Rocha Cirino S.A.	725821	0	703
374.826.951-09	Residencial	Brito	465773	3	1243
589.302.461-33	Residencial	Aragão Ferreira - EI	209876	4	855
384.607.512-44	Residencial	Borges	232021	1	256
986.504.213-42	Vida	Cunha	994614	4	996
406.358.217-53	Residencial	Castro	124342	3	632
390.871.624-13	Vida	da Mota	912562	1	482
831.057.294-88	Automóvel	da Cunha - EI	420011	0	528
258.071.963-68	Automóvel	Cassiano Melo - EI	155142	1	921
643.870.915-84	Residencial	Oliveira	257509	4	808
390.765.184-75	Residencial	Farias	292208	0	752
187.653.024-35	Residencial	Santos Gomes e Filhos	143354	5	1238
054.973.162-80	Vida	Fogaça S.A.	791612	4	1358
915.072.683-86	Automóvel	Martins	394775	4	930
896.017.534-00	Automóvel	Fogaça	171590	2	970
057.389.126-59	Vida	Teixeira - EI	737891	1	1000
025.496.813-98	Residencial	Alves Pinto - ME	450416	5	991
634.782.150-80	Automóvel	Lopes - ME	462251	2	536
745.813.260-44	Vida	Lima	825024	4	752
053.147.296-52	Vida	Melo Brito S/A	794839	4	1175
417.532.860-26	Automóvel	Cavalcanti e Filhos	127025	5	684
491.806.352-70	Automóvel	Costela	64489	0	201
835.214.706-44	Residencial	Moraes S.A.	146447	0	298
985.162.407-11	Automóvel	Novaes	173021	4	1152
437.590.128-41	Vida	Aragão Ltda.	779355	1	940
906.243.587-47	Vida	Oliveira	920225	5	772
762.943.051-52	Residencial	Lopes Monteiro - EI	387646	1	371
356.094.172-52	Automóvel	Vieira Ltda.	198314	2	565
320.594.167-52	Residencial	Cassiano	292923	3	403
914.687.302-31	Vida	Duarte Camargo - ME	550608	4	603
520.768.941-01	Automóvel	Mendonça e Filhos	474704	0	378
812.497.650-30	Residencial	Martins da Rocha - ME	200686	3	961
918.640.375-39	Residencial	Porto Campos e Filhos	185648	4	1271
521.430.876-08	Residencial	Rezende Ltda.	483807	2	745
057.349.628-56	Vida	Nunes Barros - EI	900967	2	556
396.714.250-70	Automóvel	Siqueira	282944	1	201
742.136.085-90	Automóvel	Pereira - ME	102061	5	988
316.840.275-35	Residencial	Costa	302979	0	869
904.751.268-58	Residencial	Fernandes - ME	251846	2	1187
870.345.612-90	Residencial	Montenegro S.A.	59654	5	763
205.471.639-16	Vida	Aparecida Câmara S.A.	776441	1	900
481.697.352-46	Vida	Fernandes	822606	0	392
458.371.096-84	Residencial	Teixeira Câmara - ME	217102	1	579
403.698.512-42	Residencial	da Cunha	456912	3	723
951.382.647-37	Vida	Casa Grande	543025	4	1166
397.016.845-75	Vida	Viana Monteiro S.A.	600761	4	870
129.304.765-16	Residencial	Porto S.A.	321835	2	710
759.302.148-32	Vida	Brito Ltda.	547076	2	652
537.462.180-71	Automóvel	da Cruz	274118	3	415
354.091.826-42	Automóvel	Duarte S/A	92319	3	1196
489.632.107-31	Vida	Nunes da Costa - EI	975639	3	1202
062.573.148-44	Automóvel	Ribeiro	120176	1	667
967.480.351-39	Vida	das Neves	932584	5	1001
791.683.405-75	Vida	Souza S.A.	724494	5	1247
123.860.497-87	Automóvel	Castro Ltda.	330594	0	776
918.435.276-00	Residencial	da Conceição Cassiano - ME	152149	5	628
643.521.809-98	Vida	Cunha	741127	5	788
730.586.429-38	Residencial	Melo	303098	4	1323
426.509.183-06	Residencial	da Paz	475977	3	444
317.048.529-60	Residencial	Pastor	170178	5	1314
798.136.542-28	Automóvel	Borges S.A.	366513	3	442
851.976.032-59	Vida	Brito	581665	4	843
250.641.378-26	Residencial	Araújo S/A	265689	2	669
876.432.950-00	Automóvel	Alves	420680	3	1228
701.524.398-97	Automóvel	Silva Pimenta Ltda.	338662	0	755
046.537.821-80	Vida	Novais	858151	5	951
678.319.450-75	Vida	Cunha Novaes - EI	991217	3	692
485.370.916-93	Residencial	Abreu	266885	5	1430
948.260.751-11	Automóvel	Caldeira Ferreira S.A.	372812	0	225
984.520.671-94	Residencial	Cardoso	265051	5	951
350.847.692-83	Automóvel	Garcia	368769	5	711
362.017.958-12	Residencial	Pinto	116696	4	887
256.731.490-34	Vida	Guerra S/A	512404	4	580
147.695.082-20	Vida	Cavalcante Mendes - EI	799231	5	797
981.274.063-50	Vida	Costa	624374	3	1242
270.498.613-40	Automóvel	Souza Campos - ME	231425	4	824
681.390.742-50	Vida	Pires	581204	5	880
490.385.627-56	Automóvel	da Mota Campos - EI	97619	1	822
894.037.251-41	Residencial	Farias	325596	2	1138
436.298.075-00	Vida	Pimenta	824702	4	1280
901.872.635-40	Vida	Garcia - ME	789881	2	372
456.873.209-38	Residencial	Novais	439464	4	709
927.043.651-99	Residencial	Moreira da Paz e Filhos	195962	3	1163
512.876.904-67	Residencial	Campos Pereira S.A.	192934	2	303
056.931.824-60	Automóvel	Albuquerque S.A.	296330	2	789
138.947.652-91	Residencial	Rios	159281	1	725
326.095.178-40	Residencial	Martins Novais - ME	349464	5	941
961.054.832-60	Automóvel	Costela Brito e Filhos	251979	4	1306
349.650.218-51	Vida	Santos S.A.	863757	1	1022
207.941.638-31	Residencial	Rios Caldeira - ME	425394	1	1029
214.930.658-15	Vida	Cunha Andrade S/A	933443	3	607
809.152.734-97	Vida	Peixoto	737751	3	1000
591.086.234-06	Residencial	Nogueira da Paz - ME	55604	1	823
019.862.437-96	Automóvel	Lima	353488	5	632
507.614.392-34	Vida	Ribeiro S/A	968622	3	408
032.158.649-24	Residencial	Viana	243736	4	522
806.425.917-76	Residencial	Machado	358326	5	818
908.534.721-14	Residencial	Pacheco	278247	2	632
346.951.827-00	Vida	Leão Freitas e Filhos	526366	0	383
713.692.850-86	Residencial	Cavalcante	484582	2	826
385.490.617-00	Automóvel	Souza Pacheco e Filhos	443167	4	1002
845.263.910-42	Automóvel	Abreu Ltda.	341403	0	691
016.753.842-07	Vida	Melo e Filhos	687436	1	898
741.832.956-37	Automóvel	Monteiro Mendes S.A.	260409	0	682
591.823.046-70	Vida	Pacheco Silveira - EI	935919	4	1399
540.718.926-76	Automóvel	Ferreira	207130	3	1118
915.263.748-46	Automóvel	da Cunha da Cunha S/A	129269	1	607
051.423.687-62	Automóvel	Azevedo	148904	1	910
473.259.608-83	Vida	Sá - ME	632103	1	781
324.108.657-71	Vida	Gomes	742006	3	496
175.043.962-06	Automóvel	Barbosa	412600	2	1047
865.302.479-47	Automóvel	Aragão	51733	5	840
702.186.935-59	Automóvel	Ferreira	370460	2	670
894.251.376-09	Automóvel	Moraes	232334	3	456
569.370.418-10	Residencial	Sales	298988	1	625
312.048.759-79	Automóvel	Monteiro - EI	206319	0	308
693.721.805-21	Vida	Santos	983549	0	970
743.920.185-04	Vida	Siqueira - ME	688775	4	686
109.425.783-41	Automóvel	Mendes Cirino Ltda.	354567	1	242
328.670.415-62	Residencial	Rodrigues	314624	1	518
843.701.965-66	Residencial	Albuquerque Nascimento Ltda.	435888	4	939
132.579.480-50	Residencial	Melo Camargo - ME	202617	3	982
162.875.034-08	Residencial	da Costa Sá Ltda.	360804	2	1103
702.846.153-07	Vida	Mendonça	681511	3	668
783.109.425-32	Residencial	Nunes Fernandes e Filhos	457351	0	367
643.517.809-75	Residencial	Nunes	309040	2	847
812.904.367-03	Vida	Guerra Garcia - ME	619233	3	582
135.706.289-30	Residencial	Nogueira e Filhos	198579	2	741
930.861.524-51	Residencial	Viana	249228	5	1266
647.125.038-07	Residencial	da Mota	99213	5	1163
964.752.308-47	Vida	Vieira Cassiano - EI	660562	5	1295
207.859.346-00	Automóvel	da Mata Freitas Ltda.	181156	3	421
389.765.104-10	Vida	Pimenta - EI	869144	3	1014
165.493.087-39	Residencial	das Neves S/A	411967	4	583
542.087.936-00	Residencial	Pimenta	104549	0	392
850.923.617-86	Residencial	Costela e Filhos	262868	5	1377
829.140.635-98	Residencial	Correia S.A.	497004	1	803
871.329.405-97	Automóvel	Peixoto - ME	408409	3	1001
561.283.970-77	Vida	Ferreira Azevedo Ltda.	929472	4	1021
610.847.325-80	Automóvel	Macedo	238058	1	256
649.250.831-98	Residencial	Santos	422284	3	1046
875.493.162-28	Residencial	Costela Ltda.	336988	1	1083
987.506.324-00	Automóvel	Sá - EI	290314	1	298
609.451.783-01	Residencial	Martins - ME	378032	5	754
019.732.548-32	Residencial	Cunha	179028	3	520
874.196.253-28	Vida	Mendonça	807791	5	692
374.516.820-80	Automóvel	Almeida	196427	2	857
361.978.054-48	Vida	Pereira - ME	705106	1	801
095.873.426-74	Automóvel	Gomes S.A.	436612	3	647
675.234.890-10	Automóvel	Caldeira S/A	56736	1	680
503.294.678-83	Automóvel	Campos Ferreira S.A.	123078	2	1064
627.583.094-83	Automóvel	Correia	439349	4	1063
507.846.213-90	Vida	Garcia Ltda.	892928	3	452
876.210.435-71	Residencial	da Costa	315842	1	926
580.641.732-80	Residencial	Cunha	447260	1	620
564.139.870-57	Automóvel	Casa Grande	50597	3	801
653.748.910-57	Residencial	Cavalcanti da Mata - EI	79829	4	667
987.315.204-05	Residencial	Andrade e Filhos	71687	3	1281
879.432.506-56	Residencial	Cavalcante Ltda.	356987	2	988
068.157.934-00	Residencial	Duarte	175375	1	246
785.142.690-11	Automóvel	Pastor	321136	0	525
359.148.620-51	Automóvel	Rezende	122884	2	799
903.645.128-06	Automóvel	da Mota Sousa - EI	204244	0	778
781.924.653-73	Automóvel	Aragão - EI	367195	0	769
982.506.314-98	Vida	Fernandes	974513	5	1210
120.653.498-24	Automóvel	Moraes	141989	2	506
605.147.923-61	Vida	Freitas - EI	562162	2	624
526.743.908-83	Automóvel	Rocha Albuquerque Ltda.	214662	4	572
457.693.128-82	Residencial	Alves	149847	1	673
487.091.265-11	Automóvel	Porto	228848	0	707
491.258.076-76	Automóvel	Aragão	372107	1	222
786.350.912-21	Vida	Peixoto	656222	1	256
394.568.021-24	Residencial	Aparecida Caldeira e Filhos	374217	2	703
874.250.169-58	Vida	da Rocha	983058	1	819
961.347.082-40	Residencial	Lima S.A.	432273	1	620
517.402.398-14	Vida	Peixoto S.A.	669713	3	722
574.903.618-93	Automóvel	Mendonça	298345	3	1110
805.329.641-60	Vida	Albuquerque Gonçalves Ltda.	862676	0	436
653.197.204-16	Residencial	da Mota	285886	4	613
319.856.270-86	Automóvel	Rocha - EI	309798	0	202
839.476.201-87	Automóvel	Teixeira	54439	1	573
928.170.354-88	Residencial	Almeida Nogueira - ME	249110	5	1243
637.189.024-78	Vida	Ribeiro Azevedo e Filhos	689926	2	780
201.346.879-22	Automóvel	Cunha Caldeira - EI	309364	5	790
320.519.748-88	Residencial	Gonçalves	160304	5	1229
710.493.652-16	Residencial	Duarte - EI	374579	2	1004
470.829.356-92	Residencial	Cavalcante Vieira S.A.	322991	2	391
739.126.854-28	Residencial	Peixoto	196544	2	992
296.834.570-29	Automóvel	Pimenta	405163	3	431
532.097.468-00	Residencial	Sales	169425	3	513
361.249.507-07	Automóvel	Cirino S/A	195887	1	639
426.357.189-46	Vida	Fernandes	619719	4	935
075.241.936-61	Vida	da Rosa	965817	0	576
548.132.709-05	Vida	Camargo	690764	5	809
713.068.954-48	Automóvel	Ferreira Aragão S/A	365839	1	407
689.071.425-30	Vida	Sousa	641132	1	952
609.512.483-24	Automóvel	Porto	107363	5	1414
014.395.267-61	Vida	Vasconcelos Mendes - ME	881524	3	1125
563.408.971-93	Vida	Fonseca S.A.	559087	2	821
421.075.368-80	Vida	Cavalcante S.A.	967376	1	665
843.527.091-23	Automóvel	Nogueira	123574	4	1329
492.316.807-22	Vida	Leão	789205	4	813
816.347.209-03	Vida	Cavalcante	828521	2	957
108.952.346-70	Residencial	Caldeira	295232	0	896
203.571.486-90	Automóvel	Borges Costela S/A	68214	1	1003
549.120.738-14	Automóvel	Novais e Filhos	443925	3	655
867.054.193-93	Vida	Casa Grande - EI	587761	3	853
746.209.583-10	Automóvel	Cardoso	386711	0	787
523.067.849-65	Automóvel	Araújo Ferreira Ltda.	498144	3	668
357.269.814-64	Residencial	Sousa Fogaça S.A.	481235	4	745
248.051.973-23	Vida	Aparecida	998199	5	766
570.869.324-00	Residencial	da Luz Ltda.	389503	1	938
071.285.693-59	Automóvel	da Cruz	146108	3	917
307.129.658-40	Vida	Pastor	614032	3	759
508.943.176-01	Vida	Monteiro Andrade Ltda.	755281	0	988
387.926.540-29	Vida	Pinto Pimenta - EI	764762	1	865
372.914.065-52	Residencial	Lima	254167	0	579
409.386.512-42	Automóvel	Martins - ME	296967	1	757
648.015.729-01	Automóvel	Nunes	82352	5	880
632.574.089-00	Automóvel	Andrade	66122	4	1145
450.217.963-99	Vida	Santos	688439	1	737
703.162.598-02	Automóvel	Ribeiro	453831	3	840
652.974.138-00	Vida	Sampaio	875776	2	583
236.075.814-44	Automóvel	da Costa S/A	400757	5	1150
851.064.739-93	Automóvel	Porto Viana e Filhos	365297	5	1291
687.254.193-82	Residencial	Monteiro Moreira e Filhos	355279	4	971
925.431.860-42	Vida	Nascimento Ltda.	773353	4	647
167.289.345-37	Automóvel	Nogueira	401424	5	723
418.962.037-87	Vida	Monteiro Porto - ME	954179	2	669
924.068.357-74	Vida	Freitas S/A	622347	4	668
274.301.689-22	Vida	Câmara	502264	3	594
762.198.543-73	Automóvel	Pereira	318677	0	312
469.280.315-06	Residencial	Cirino Moreira - EI	60807	4	1300
152.967.038-12	Automóvel	Souza - EI	399404	2	1166
827.593.401-04	Automóvel	Jesus S.A.	479646	5	970
761.328.950-86	Residencial	Macedo	435100	5	1181
759.162.803-86	Vida	Nogueira Freitas e Filhos	520843	3	685
456.178.920-02	Automóvel	Freitas	491156	3	1001
952.386.470-00	Vida	Aparecida Azevedo e Filhos	769699	3	420
385.621.479-82	Residencial	Porto	400699	2	387
270.135.496-06	Automóvel	Brito	455863	3	669
137.460.982-03	Residencial	Andrade	470948	0	806
837.654.219-28	Residencial	Viana da Cunha e Filhos	462963	2	445
375.148.069-20	Vida	Cirino	921764	0	307
631.425.097-80	Vida	Moraes	889815	1	1033
960.275.381-12	Residencial	Dias Azevedo - EI	137904	2	566
137.409.286-03	Automóvel	Mendonça - ME	123658	5	1245
501.468.792-01	Residencial	Borges	297194	4	611
564.930.781-48	Residencial	Leão S/A	227979	5	934
289.017.546-49	Residencial	Almeida	279890	0	124
965.403.271-61	Residencial	Leão	178213	5	1343
726.953.014-99	Vida	Oliveira Novaes - EI	602852	2	1068
186.745.903-57	Automóvel	das Neves S.A.	183942	2	1014
684.305.712-80	Residencial	Gomes	330413	1	449
782.165.430-26	Vida	Ramos	966058	1	899
930.162.875-95	Vida	Jesus - ME	902114	3	979
984.723.165-64	Vida	Mendonça	980021	3	1140
862.534.019-98	Vida	Macedo	862946	2	882
947.138.265-37	Automóvel	Rezende	251948	3	939
753.108.269-12	Residencial	Freitas	252414	0	153
314.527.068-08	Automóvel	Correia S/A	70914	2	538
354.297.108-14	Residencial	Araújo	249718	3	793
587.012.469-76	Residencial	da Costa Leão Ltda.	85560	1	506
